candle	10	30.13680
monitors	10	118.39315
ship	10	53.19359
balls	10	23.60976
lunch	10	31.28615
rows	10	15.25727
mound	10	77.66521
growing	10	70.03456
doll	10	23.64759
beverage	10	19.42814
meters	9	108.69048
features	9	10.31717
fashioned	9	11.35431
signal	9	48.05292
hits	9	30.69534
bicycles	9	36.31198
range	9	41.95877
landscape	9	12.13583
toothbrushes	9	60.43159
couches	9	53.62271
sailing	9	56.63031
attempting	9	11.10724
tops	9	29.92135
potatoes	9	41.74103
lines	9	18.27238
platform	9	36.10799
houses	9	16.08503
patio	9	25.75272
poles	9	21.29590
pasture	9	33.94696
lettuce	9	43.94762
sauce	9	21.34955
roll	9	20.92507
dishes	9	21.32402
trucks	9	28.07820
school	9	43.14216
vanity	9	46.13513
hillside	9	18.02203
goat	9	51.79321
waits	9	10.55946
fenced	9	16.87941
cap	9	10.39724
dresser	9	35.73655
icing	9	36.23033
well	8	6.80806
feet	8	9.95359
bath	8	29.04048
lawn	8	13.50365
shorts	8	13.94745
frosting	8	35.46700
event	8	10.61399
supplies	8	25.01635
style	8	5.64560
ear	8	21.07617
foods	8	23.18290
racing	8	33.89687
reading	8	9.32232
gets	8	11.30532
suitcases	8	26.74041
disc	8	28.68054
plain	8	18.47535
hotdogs	8	64.37429
controllers	8	51.27531
steps	8	16.52187
wheel	8	16.80551
bushes	8	15.05265
wild	8	22.07232
decorations	8	15.45171
kneeling	8	9.63944
spread	8	18.22117
dark	8	4.27572
sticks	8	11.12815
clothes	8	9.41378
officer	8	69.77442
petting	7	31.05768
leading	7	13.27191
graffiti	7	22.20669
direction	7	15.40962
friends	7	13.16415
moves	7	14.40424
surfers	7	42.95237
old	7	4.30597
structure	7	10.28349
umpire	7	73.61479
wet	7	17.81537
aircraft	7	38.31213
beneath	7	6.91283
harbor	7	104.75273
shoe	7	39.17714
all	7	2.72160
pushing	7	18.23799
clouds	7	28.78746
tomatoes	7	24.67156
before	7	6.06454
small	7	1.79121
siting	7	9.58385
photos	7	10.42325
frame	7	13.85207
fish	7	18.45638
built	7	17.33168
sort	7	7.57028
below	7	7.72295
garden	7	27.05213
ties	7	46.00607
tongue	7	33.57437
wine	7	27.76835
onions	7	29.25221
pastries	7	35.64915
railing	7	22.78670
sheet	7	12.58619
sheets	7	41.92815
pans	7	37.00745
skateboarders	7	28.86142
silver	7	7.29299
colorful	7	5.22113
young	7	3.01313
hats	7	15.89259
dirty	7	17.72005
loading	7	24.07865
parking	7	11.22309
toast	7	41.77811
baskets	7	43.18573
mirrors	6	39.94421
dock	6	56.47433
sized	6	9.53806
long	6	3.94967
kicking	6	93.36731
chocolate	6	24.10110
shoulder	6	13.40569
toilets	6	53.81901
land	6	13.31397
vehicles	6	14.79767
glove	6	30.47895
part	6	7.62364
games	6	35.16175
night	6	21.30048
alongside	6	8.28814
party	6	20.63114
images	6	16.48294
objects	6	16.54571
bride	6	102.65302
there	6	1.51333
stuck	6	12.80257
pointing	6	12.61237
another	6	2.34062
cooked	6	24.91625
stairs	6	17.62715
coat	6	12.34379
device	6	13.91282
puppy	6	33.85747
without	6	10.62571
color	6	8.85486
bull	6	39.39916
cups	6	19.14277
be	6	2.50924
goats	6	66.65351
pepperoni	6	96.38395
juice	6	30.66866
block	6	12.53245
closed	5	9.69958
tiles	5	36.48765
crosswalk	5	28.84948
gathering	5	15.83908
together	5	3.14580
shoes	5	14.89433
clothing	5	9.52127
stream	5	31.34682
carrot	5	24.25953
practicing	5	17.03899
uniforms	5	23.02107
tall	5	8.66383
barn	5	27.62128
gold	5	17.79006
selling	5	54.74025
competition	5	21.81746
greens	5	27.60853
many	5	2.60811
boarder	5	16.38728
space	5	9.97575
riders	5	25.27107
net	5	29.43500
two	5	1.53374
rice	5	56.42217
slopes	5	42.44914
center	5	9.11324
stuff	5	11.24457
trays	5	38.64643
steep	5	33.78811
video	5	31.34747
rolling	5	11.53255
cloth	5	11.11698
cluttered	5	24.44754
falling	5	15.01027
lift	5	41.25888
potted	5	23.56999
shelves	5	21.02046
books	5	31.37749
workers	5	22.35829
shade	5	13.72856
subway	5	42.03757
sea	5	17.03860
locomotive	5	121.31744
stadium	5	47.39268
snowboarders	5	65.44143
sill	5	44.39101
faces	5	16.32988
cute	5	5.36389
soda	5	27.91624
writing	5	11.34494
breakfast	5	34.99761
round	5	7.33033
curtain	4	49.90885
wagon	4	86.03735
pouring	4	29.03990
grey	4	5.16962
ledge	4	11.13834
sliding	4	22.54044
messy	4	18.11205
sail	4	71.28926
electronics	4	45.31687
toaster	4	61.09385
propeller	4	56.84024
wheels	4	17.64320
rope	4	30.94742
pavement	4	11.62805
tent	4	18.00983
waters	4	20.00730
.	4	1.00007
bacon	4	36.89428
while	4	1.94841
telephone	4	14.80899
doors	4	14.74668
roses	4	81.40711
country	4	20.99508
leash	4	20.61088
featuring	4	10.40909
rolls	4	19.22671
curtains	4	33.73949
busy	4	15.39488
wood	4	7.91421
desktop	4	87.99580
fallen	4	16.23139
carpet	4	15.56502
walkway	4	9.66458
coffee	4	15.74892
eggs	4	34.70167
tricks	4	24.10114
purple	4	7.10161
shopping	4	20.25623
chain	4	15.61610
backpack	4	12.85131
wind	4	33.73949
piled	4	15.63299
sports	4	13.47061
sliced	4	22.22091
rackets	4	50.12381
work	4	12.00671
dinner	4	18.68074
action	4	14.83074
throws	4	22.12763
towels	4	30.90056
beautiful	4	4.70880
crowded	4	10.78867
cattle	4	41.21051
cloudy	3	14.14752
bush	3	17.59261
striped	3	9.04429
written	3	21.84405
drinks	3	13.84597
wetsuit	3	71.87691
surrounding	3	10.10519
tennis	3	27.81152
wires	3	32.42693
shirts	3	16.05514
roof	3	16.10407
hay	3	32.28447
vegetable	3	21.81944
ladies	3	11.48453
papers	3	26.49662
if	3	8.92270
formation	3	113.24714
business	3	18.77475
hotel	3	40.82482
farm	3	23.41783
relaxing	3	12.97637
remotes	3	43.11528
freezer	3	72.03149
things	3	7.38679
town	3	11.06887
good	3	9.45197
fried	3	32.13849
living	3	21.16982
string	3	22.17888
sunglasses	3	13.01016
missing	3	20.72568
sprinkles	3	107.66485
home	3	10.94763
posted	3	28.75693
dry	3	22.82820
deck	3	19.00266
landing	3	59.29361
item	3	10.61296
approaching	3	11.57391
log	3	23.93297
female	3	12.30108
ripe	2	66.37012
cement	2	10.84312
huge	2	5.76787
cones	2	62.94157
eye	2	12.88946
passengers	2	17.13309
persons	2	10.50956
construction	2	14.86715
tank	2	19.67455
jeans	2	16.19142
others	2	5.65487
wire	2	12.40692
vest	2	21.09948
this	2	2.20633
new	2	11.21749
smoke	2	82.57187
tail	2	20.85330
teddy	2	38.12854
nose	2	14.35468
tomato	2	30.94519
each	2	2.76734
the	2	1.08807
tea	2	22.06360
haired	2	15.91015
cargo	2	39.21821
passenger	2	18.45291
flip	2	26.58222
half	2	9.61206
skate	2	22.81315
course	2	21.90300
2	2	8.54433
public	2	10.08117
pedestrians	2	22.33792
snowboards	2	48.45610
produce	2	78.13371
gray	2	6.01461
stunt	2	26.88737
sweater	2	15.74831
counters	2	48.81113
flags	2	22.01743
pitching	2	77.60906
three	2	2.28471
square	2	10.94490
alone	2	6.50726
nice	2	6.94146
paddle	2	56.53105
fancy	2	11.63443
smile	2	15.09891
wooded	2	12.18860
flat	2	20.64571
cell	2	13.31864
sunset	2	32.03514
beer	2	16.51827
roadway	2	13.00700
low	2	8.62768
palm	2	17.07882
sale	2	38.89956
spectators	2	22.79257
no	2	5.41987
blankets	2	33.10733
right	1	4.53383
leg	1	12.83090
tooth	1	59.53408
mitt	1	35.94371
semi	1	72.89585
hard	1	13.15330
veggies	1	31.54382
steel	1	26.61498
wooden	1	3.40840
mid	1	13.24161
fast	1	13.99544
art	1	12.92651
stuffed	1	24.41599
cakes	1	36.39360
same	1	6.28418
bright	1	4.19837
hot	1	33.44886
american	1	43.81709
rocky	1	18.04039
four	1	3.95126
here	1	8.89404
mushrooms	1	43.90510
milk	1	21.26603
modern	1	14.35627
urinals	1	82.29316
grassy	1	9.81835
overhead	1	11.36227
five	1	8.53350
metal	1	4.25815
fluffy	1	23.89762
horseback	1	42.04809
straw	1	18.28864
laughing	1	18.68366
glazed	1	93.89432
its	1	3.71755
pretty	1	4.40009
trash	1	17.54360
suits	1	37.82723
her	1	3.52990
birthday	1	35.22432
lamps	1	60.09224
railroad	1	37.86979
decorative	1	10.99499
blurry	1	11.18339
smaller	1	10.49649
jets	1	97.95687
plastic	1	9.11671
motion	1	13.15249
stone	1	10.29055
trains	1	38.68238
pickup	1	104.85464
winter	1	13.33071
beans	1	31.74503
mustard	1	140.57983
museum	1	48.34867
vintage	1	11.45189
i	1	35.16812
model	1	15.70140
stainless	1	59.74381
leather	1	20.04717
police	1	44.85741
sausage	1	30.62574
so	1	9.26927
very	1	1.97916
tan	1	8.36241
apartment	1	16.39658
